listing,Brand,price,serial,condition,,weight,stock,,,,,Brand
Strandberg Boden Original NX 6 Charcoal Black,Other,"$2,295.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Strandberg Boden Essential 6 Astro Dust,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Strandberg Salen Jazz NX 6 Black,Other,"$2,349.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Strandberg Boden Essential 6 Black Granite,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Byrdland Ebony refinish 1975,Gibson,"$7,995.00 ",#511980,VINTAGE,,Weight: 7lbs 1oz,In Stock!,,,,,Gibson
Suhr Oso Short Scale Tea Burst w/Figured Maple Top,Other,"$4,525.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Oso Short Scale Custom Orange Stain w/Figured Maple Top,Other,"$4,525.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Oso Short Scale Trans Red,Other,"$3,925.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Reb Beach Signature Series Standard Natural w/Koa Top,Other,"$4,299.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Andre Nieri Signature Series Classic T Nieri Burst w/Figured Maple Top,Other,"$4,299.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Andy Wood Signature Series Modern T Arancio Orange,Other,"$4,299.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Gibson Firebird III Sunburst 1964,Gibson,"$10,995.00 ",##212560,VINTAGE,,Weight: 9lbs 3oz,In Stock!,,,,,Gibson
Fender Telecaster Candy Apple Red 1966,Fender,"$25,995.00 ",#171988,VINTAGE,,Weight: 7lbs 10oz,In Stock!,,,,,Fender
Gibson ES-355 Cherry 1962,Gibson,"$29,995.00 ",#51365,VINTAGE,,Weight: 8lbs 9oz,In Stock!,,,,,Gibson
Nash S-57 Ocean Turquoise Metallic Medium Relic,Other,"$2,795.00 ",#CHI-729,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Fender American Ultra II Meteora Ultraburst,Fender,"$2,359.99 ",#US25017929,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Nash S-63 Candy Tangerine Light Relic,Other,"$2,855.00 ",#CHI-732,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
Fender Custom Shop 1959 Stratocaster Deluxe Closet Classic Super Aged Sonic Blue Master Built by Dale Wilson w/Gold Hardware & AA Flame Neck,Fender,"$9,440.00 ",#CZ578353,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,Fender
Gibson Les Paul Modern Figured Cherry Burst,Gibson,"$2,999.00 ",#202250096,NEW,,Weight: 8lbs 7oz,In Stock!,,,,,Gibson
Powers Electric A-Type Select Flame Transparent Saffron Yellow Metallic w/PF42 Pickups,Other,"$4,299.00 ",#A888,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,#N/A
Suhr Custom Classic T Swamp Ash Trans Seafoam Green w/Roasted Maple Neck,Other,"$4,399.00 ",#80776,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
Suhr Custom Classic T Natural w/CME-Selected Figured Walnut Top,Other,"$4,799.00 ",#83430,NEW,,Weight: 5lbs 14oz,In Stock!,,,,,#N/A
Fano Alt de Facto RB6 Antigua Burst Light Distress w/Mojo Pickups & Stainless Steel Frets,Other,"$4,750.00 ",#250220,NEW,,Weight: 6lbs,In Stock!,,,,,#N/A
Nash S-63 Inca Silver Medium Relic,Other,"$2,795.00 ",#CHI733,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Jackson American Series Soloist SL2 DX Snow White,Other,"$2,629.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson American Series Soloist SL2 DX HT Satin Porsche Gray,Other,"$2,519.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Limited Edition Firebird V Medallion Sunburst 1972,Gibson,"$7,995.00 ",#72881,VINTAGE,,Weight: 8lbs 7oz,In Stock!,,,,,Gibson
Epiphone Jared James Nichols Old Glory Les Paul Black 2019,Epiphone,$750.00 ,#19031530909,USED,,Weight: 8lbs 4oz,In Stock!,,,,,Epiphone
Ovation VXT Hybrid Sunburst 2007,Other,"$1,295.00 ",#7 0235,USED,,Weight: 6lbs 14oz,In Stock!,,,,,#N/A
Schecter Synyster Gates Custom-6 TR-S Headless Electric Guitar Satin Black,Other,"$2,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Heritage Custom Shop Core H-535 Semi-Hollow Body Antique Natural,Other,"$4,799.00 ",#HC1241581,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
Heritage Custom Shop Core H-150 Tobacco Sunburst w/CME Hand-Selected Top,Other,"$4,099.00 ",#HC1241368,NEW,,Weight: 8lbs 9oz,In Stock!,,,,,#N/A
Heritage Custom Shop Factory Special H-535 Faded Orange w/60s Neck,Other,"$4,299.00 ",#HC1250450,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
PRS DGT 10 Top McCarty Sunburst w/Bird Inlays,Other,"$5,540.00 ",#0395192,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,#N/A
Rock n Roll Relics Starfighter Green Machine Sparkle Flake w/Humbuckers,Other,"$4,800.00 ",#251850,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
Fender Custom Shop Limited Edition Hardtail 1954 Stratocaster Time Capsule Desert Sand,Fender,"$4,575.00 ",#N/A,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Fender
"Gibson Custom Shop 1964 SG Standard ""CME Spec"" LEFTY Cherry Red VOS",Gibson,"$5,599.00 ",#403974,NEW,,Weight: 6lbs 12oz,In Stock!,,,,,Gibson
Collings 290 DC S Aged Charcoal Frost w/Lollar PIckups,Other,"$6,450.00 ",#290DC24578,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,#N/A
Music Man Luke 4 Maple Top HH Afterburn w/ Roasted Figured Maple Neck,Other,"$3,699.00 ",#H08376,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
Rickenbacker 365 Fireglo 1966,Other,"$4,495.00 ",#FC850,VINTAGE,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
Fender Duosonic II Blonde 1966,Fender,"$3,995.00 ",#119640,VINTAGE,,Weight: 6lbs 12oz,In Stock!,,,,,Fender
Music Man Game Changer Reflex HSH Hardtail Piezo Black 2012,Other,"$1,695.00 ",#G62417,USED,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Rickenbacker Rose Morris Fireglo 1964,Other,"$5,995.00 ",#DK716,VINTAGE,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Rock n Roll Relics Revenge Jr Van Series Root Beer Van Sparkle w/Humbucker,Other,"$4,300.00 ",#241828,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Powers Electric A-Type Select Quilt Dark Cabernet Red w/PF42 Pickups,Other,"$4,499.00 ",#A850,NEW,,Weight: 6lbs 8oz,In Stock!,,,,,#N/A
Nash S-57 Seafoam Green Medium Relic,Other,"$2,795.00 ",#CHI717,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Fender Custom Shop American Custom Stratocaster NOS Vintage Blonde,Fender,"$4,625.00 ",#XN18013,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,Fender
Gretsch Custom Shop G6136T-59 Falcon NOS Medium Palomino Metallic Master Built by Gonzalo Madrigal,Other,"$10,100.00 ",#UC25023844,NEW,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
Music Man Luke 4 HSS Butane Blue w/ Roasted Figured Maple Neck,Other,"$3,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Music Man Luke 4 HH Black Sparkle w/ Roasted Figured Maple Neck,Other,"$3,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic Custom 24 Swamp Ash Burl Natural,Other,$949.00 ,#CTIG106236,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Rickenbacker 330 w/Added Trem Fireglo 1966,Other,"$5,095.00 ",#FB656,VINTAGE,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
Nash S-63 Vintage White Medium Relic,Other,"$2,855.00 ",#CHI748,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Suhr Custom Classic T Swamp Ash Trans Fiesta Red w/Roasted Maple Neck,Other,"$4,399.00 ",#80775,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Gretsch 6119T-62 Tennessee Rose Walnut,Other,"$2,095.00 ",#2892371,USED,,Weight: 8lbs 5oz,In Stock!,,,,,#N/A
Gibson Les Paul Double Cut Standard Green Jalapeno 1998,Gibson,"$2,295.00 ",#91538520,USED,,Weight: 7lbs 3oz,In Stock!,,,,,Gibson
Hagstrom Swede Red,Other,$795.00 ,#M06010129,USED,,Weight: 9lbs 7oz,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic McCarty 594 Laurel Burl Vintage Sunburst,Other,$989.00 ,#CTIH005972,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic McCarty 594 Laurel Burl Vintage Sunburst,Other,$989.00 ,#CTIH002601,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic Custom 24-08 Poplar Burl Charcoal Cherry Midnight Burst,Other,$949.00 ,#CTIG096075,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic Custom 24 Swamp Ash Burl Lake Blue w/Natural Back,Other,$949.00 ,#CTIG113829,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
PRS Limited Edition SE Exotic Custom 24 Swamp Ash Burl Lake Blue w/Natural Back,Other,$949.00 ,#CTIG113910,NEW,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
"Gibson Custom Shop 1961 Les Paul SG Standard ""CME Spec"" Antique TV Yellow VOS w/Flat Short Maestro Vibrola",Gibson,"$6,299.00 ",#404341,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,Gibson
Suhr Custom Modern Brown Burst w/CME-Selected Spalt Maple Top,Other,"$5,599.00 ",#83727,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Gibson Artist Warren Haynes Les Paul Standard Sixties Cherry,Gibson,"$2,799.00 ",#200750274,NEW,,Weight: 9lbs 8oz,In Stock!,,,,,Gibson
"Gibson Custom Shop Explorer Custom ""CME Spec"" Silver Sparkle VOS",Gibson,"$6,799.00 ",#CS500194,NEW,,Weight: 9lbs 1oz,In Stock!,,,,,Gibson
Jackson Custom Shop '82 Dinky Reissue Crayon Grey,Other,"$3,995.00 ",#XN17628,USED,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Gibson Custom Shop 1957 Les Paul Special Single Cut Antique Polaris White Murphy Lab Heavy Aged,Gibson,"$8,099.00 ",#75002,NEW,,Weight: 8lbs 11oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1963 Les Paul SG Custom ""CME Spec"" Polaris White VOS w/Maestro Vibrola & Full Batwing Pickguard",Gibson,"$8,399.00 ",#407923,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Chambered Dirty Lemon Fade VOS w/Lightweight Back",Gibson,"$7,999.00 ",#95267,NEW,,Weight: 6lbs 12oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Cherry Tea Burst VOS w/59 Carmelita Neck",Gibson,"$6,999.00 ",#95498,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,Gibson
Nash S-57 Surf Green Light Relic,Other,"$2,795.00 ",#CHI728,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Music Man StingRay Dustin Kensrue Electric Guitar HS Daiquiri Ice,Other,"$2,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS 40th Anniversary Limited Edition Custom 24-08 Semi-Hollow Charcoal Cherry Burst,Other,"$6,950.00 ",#0401069,NEW,,Weight: 6lbs 14oz,In Stock!,,,,,#N/A
PRS 40th Anniversary Limited Edition Custom 24-08 Semi-Hollow Faded Whale Blue Smokeburst,Other,"$6,950.00 ",#0400168,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,#N/A
Gibson Original Firebird Platypus Vintage Cherry,Gibson,"$2,499.00 ",#202250039,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,Gibson
Gibson Original Firebird Platypus Vintage Cherry,Gibson,"$2,499.00 ",#202850306,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Gibson
Gibson Original Firebird Platypus Vintage Cherry,Gibson,"$2,499.00 ",#203150094,NEW,,Weight: 8lbs,In Stock!,,,,,Gibson
Gibson Original Firebird Platypus Tobacco Sunburst,Gibson,"$2,499.00 ",#212150080,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Gibson
Gibson Original Firebird Platypus Ebony,Gibson,"$2,499.00 ",#202250294,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Gibson
PRS Custom 24 Carroll Blue,Other,"$4,690.00 ",#0401507,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
Schecter PT FR-S SLS Elite Evil Twin Satin Black,Other,"$1,699.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Epiphone Casino Sunburst 2023,Epiphone,$550.00 ,#23071511437,USED,,Weight: 6lbs 7oz,In Stock!,,,,,Epiphone
Fender Elite Stratocaster Sunburst 1983,Fender,"$1,795.00 ",#F346884,USED,,Weight: 8lbs 2oz,In Stock!,,,,,Fender
Ibanez RGR6BSPIPT RG Standard Electric Guitar Iron Pewter,Ibanez,"$1,499.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
ESP LTD ARROW-1000 Dark Brown Sunburst Satin w/ Quilted Maple Top,Other,"$1,440.00 ",#W23122024,USED,,,In Stock!,,,,,#N/A
Fender Custom Shop 1974/51 Nocaster Heavy Relic Black/Nocaster Blonde Master Built by David Brown w/CuNiFe Humbucker,Fender,"$9,800.00 ",#R135177,NEW,,Weight: 6lbs 3oz,In Stock!,,,,,Fender
Eastman T484 Thinline Truetone Gloss Black,Other,"$1,839.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Custom Shop 1954 Les Paul Standard Brunswick Blue VOS,Gibson,"$6,899.00 ",#45022,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Gibson
Powers Electric A-Type Two-Tone Aubergine Top & Ruby Star Back/Sides w/PF42 Pickups,Other,"$4,299.00 ",#A825,NEW,,Weight: 6lbs 8oz,In Stock!,,,,,#N/A
Heritage H-535 Sunburst 1987,Other,"$2,895.00 ",#F22302,USED,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Epiphone Flying V Prophecy Yellow Tiger 2021,Epiphone,$695.00 ,#21051539207,USED,,Weight: 6lbs 8oz,In Stock!,,,,,Epiphone
Sire Larry Carlton S5 Surf Green Metallic,Other,$469.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Stratocaster Sunburst 1970,Fender,"$12,995.00 ",##282286,VINTAGE,,Weight: 7lbs 15oz,In Stock!,,,,,Fender
Suhr Custom Modern Carve Top Set Neck Aged Cherry Burst,Other,"$7,099.00 ",#84688,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
Nash S-57 Fiesta Red Heavy Relic,Other,"$2,795.00 ",#CHI730,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Harmony Factory Special Jupiter Thinline Flame Maple Top 3-Tone Sunburst,Other,"$1,899.00 ",#0250321,NEW,,Weight: 5lbs 14oz,In Stock!,,,,,#N/A
Fender American Ultra II Stratocaster HSS Texas Tea,Fender,"$2,359.99 ",#US25018576,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,Fender
Fender American Ultra II Telecaster Solar Flare,Fender,"$2,299.99 ",#US24061530,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Fender
Epiphone Casino (Modified 3 Humbuckers) Sunburst 1960s,Epiphone,"$4,595.00 ",#73654,VINTAGE,,Weight: 5lbs 11oz,In Stock!,,,,,Epiphone
Fender Custom Shop Custom '50s Stratocaster HH Relic Aged Surf Green Apprentice Built by Dylan Del Pizzo-Howell,Fender,"$7,375.00 ",#CZ552244,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Nash S-57 Black Light Relic,Other,"$2,795.00 ",#CHI744,NEW,,Weight: 8lbs,In Stock!,,,,,#N/A
Gibson Original ES-345 Vintage Burst,Gibson,"$3,799.00 ",#220140337,NEW,,Weight: 8lbs 2oz,In Stock!,,,,,Gibson
Fender Custom Shop Offset Stratocaster Deluxe Closet Classic Sage Green Metallic Master Built by Kyle McMillin,Fender,"$9,050.00 ",#KM1252,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Epiphone Casino Sunburst 1967,Epiphone,"$7,495.00 ",#052688,VINTAGE,,Weight: 5lbs 13oz,In Stock!,,,,,Epiphone
Taylor T5z Classic Hawaiian Koa/Sapele Shaded Edgeburst,Other,"$2,799.00 ",#1212114097,NEW,,Weight: 5lbs 4oz,In Stock!,,,,,#N/A
Nash JM-63 Shell Pink Light Relic,Other,"$3,242.00 ",#CHI741,NEW,,Weight: 8lbs 7oz,In Stock!,,,,,#N/A
Gibson ES-355 TDC Cherry 1968,Gibson,"$12,995.00 ",#510325,VINTAGE,,Weight: 8lbs 12oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1961 ES-335 Reissue '60s Cherry VOS,Gibson,"$5,999.00 ",#140845,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1960 Les Paul Standard ""CME Spec"" Factory Burst VOS w/Scarface Neck",Gibson,"$6,799.00 ",#04691,USED,,Weight: 9lbs,In Stock!,,,,,Gibson
Fender American Ultra II Telecaster Solar Flare,Fender,"$2,299.99 ",#US24008755,NEW,,Weight: 8lbs,In Stock!,,,,,Fender
Fender Custom Shop '60s Gold Leaf Competition Stratocaster NOS Candy Apple Red Apprentice Built by Dan Gonzalez,Fender,"$7,325.00 ",#CZ582170,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,Fender
Fender Custom Shop Custom Roasted '50s Telecaster Journeyman Relic Black Burst Master Built by Kyle McMillin,Fender,"$8,325.00 ",#KM1206,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,Fender
Fender 2-Knob Stratocaster Sienna Sunburst 1983,Fender,"$1,395.00 ",#E327238,USED,,Weight: 7lbs 15oz,In Stock!,,,,,Fender
Gibson Custom Shop 1963 Les Paul SG Custom Reissue w/Maestro Classic White VOS,Gibson,"$6,699.00 ",#407903,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1958 Les Paul Standard ""CME Spec"" Factory Burst Light Aged w/59 Carmelita Neck",Gibson,"$6,899.00 ",#841461,NEW,,Weight: 9lbs 7oz,In Stock!,,,,,Gibson
"Gibson Custom Shop Murphy Lab 1959 Les Paul Standard ""CME Spec"" Chambered Dirty Lemon Fade Ultra Light Aged w/Lightweight Back",Gibson,"$8,199.00 ",#944062,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1960 Les Paul Standard ""CME Spec"" Kindred Burst VOS w/60 V2 Neck",Gibson,"$6,999.00 ",#04832,NEW,,Weight: 9lbs 1oz,In Stock!,,,,,Gibson
Gibson Original Les Paul Standard '50s Dirty Lemon Burst,Gibson,"$2,799.00 ",#215040018,NEW,,Weight: 9lbs 5oz,In Stock!,,,,,Gibson
Gibson Original Les Paul Standard '50s Dirty Lemon Burst,Gibson,"$2,799.00 ",#225540106,NEW,,Weight: 9lbs 6oz,In Stock!,,,,,Gibson
Gibson Les Paul Custom Cherry Sunburst 1982,Gibson,"$4,495.00 ",#82162554,USED,,Weight: 11lbs 1oz,In Stock!,,,,,Gibson
Ibanez AZ42P1PBE Premium 6-String Electric Guitar Prussian Blue Metallic,Ibanez,"$1,170.00 ",#211P01240113469,DEMO,,Weight: 6lbs 15oz,In Stock!,,,,,Ibanez
Suhr Custom Classic T Mountain Grey w/Roasted Maple Neck,Other,"$4,099.00 ",#80770,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Collings 290 DC S Natural w/Lollar PIckups,Other,"$5,080.00 ",#290DC24573,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
Mayones Aquila Elite S 7 Curly Poplar 5A/Swamp Ash Lava Burst,Other,"$4,595.00 ",#AQ2412546,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Mayones Duvell Elite VF 7 3A Eye Poplar/Mahogany Custom Color,Other,"$4,500.00 ",#DF2408820,NEW,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
Mayones Duvell Elite 4Ever 7-String 4A Curly Poplar/Mahogany Jeans Black Blue Horizon,Other,"$4,860.00 ",#DF2409838,NEW,,Weight: 8lbs 15oz,In Stock!,,,,,#N/A
Mayones Jassper NIdra 6 Jakub Żytecki Signature Monolith Retro White,Other,"$3,715.00 ",#JS2405027,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Fender J5 John 5 Signature Acoustic Black,Fender,$495.00 ,#04058243,USED,,,In Stock!,,,,,Fender
Sire Larry Carlton T3 Surf Green Metallic (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton T7 Dark Navy (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton T7 Sky Burst Sparkle (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton T3 Tide Pool (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton T7 3-Tone Sunburst (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 HSS Antique White (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 HSS Dark Navy (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 Antique White (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 Candy Apple Red (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 7 Metallic Green,Other,$799.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 7 Black Satin,Other,$799.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 6 Metallic Green,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 6 Silver Sparkle,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 6 Black Satin,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton X6 Headless 6 Transparent Black,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Y5 Red Sparkle,Other,$599.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 Metallic Gold (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S7 HSS Metallic Gold (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S7 HSS Sky Burst Sparkle (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S7 White (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S7 Tide Pool (New Gen),Other,$729.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton S3 Black (New Gen),Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Y5 Black Satin,Other,$599.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Y10 Purple Sparkle,Other,"$1,259.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Y10 Black Satin,Other,"$1,259.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Powers Electric A-Type Select Hard Tail Desert Dawn w/PF42 Pickups,Other,"$4,299.00 ",#A574,NEW,,Weight: 5lbs 15oz,In Stock!,,,,,#N/A
Sire Larry Carlton Y10 Metallic Green,Other,"$1,259.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q3 Blue,Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q3 Tobacco Sunburst,Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q3 Black,Other,$459.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q7 Red Sparkle w/Gold Hardware,Other,$759.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q7 Tobacco Sunburst w/Gold Hardware,Other,$759.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q7 Black w/Gold Hardware,Other,$759.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q7 Metallic Green,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Sire Larry Carlton Q7 Metallic Gold,Other,$699.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Fender Artist Brad Paisley Road Worn Telecaster Black Sparkle,Fender,"$1,629.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Nash T-72-TL Thinline Ash Antigua Light Relic,Other,"$3,038.00 ",#CHI678,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,#N/A
Gibson Original ES-335 Figured Blood Moon Burst,Gibson,"$3,999.00 ",#230340108,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,Gibson
Gibson Original ES-335 Watermelon,Gibson,"$3,499.00 ",#231740006,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,Gibson
Gibson Original ES-335 Spearmint,Gibson,"$3,499.00 ",#232340070,NEW,,Weight: 8lbs,In Stock!,,,,,Gibson
Epiphone Les Paul Custom Alpine White,Epiphone,$799.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Music Man StingRay II Deluxe Cory Wong Signature Electric Guitar Pine Green,Other,"$3,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Music Man StingRay II Cory Wong Signature Electric Guitar Charcoal Blue,Other,"$2,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Original ES-335 Figured Deep Ocean Burst,Gibson,"$3,999.00 ",#N/A,NEW,,,Pre-Order,,,,,Gibson
Epiphone Les Paul Custom LEFTY Ebony,Epiphone,$799.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone SG Standard LEFTY Cherry,Epiphone,$599.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
PRS Limited Edition CE 24 Satin Nitro Seafoam Green 2023,Other,"$1,895.00 ",#0364612,USED,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
National Westwood 75 Cherry 1960s,Other,"$1,895.00 ",#G39982,VINTAGE,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Fano Alt de Facto RB12T Bull Black Light Distress,Other,"$4,729.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
